,anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
22992,52715,Hudie Guojiang,Butterfly Jam,蝴蝶果醬,UNKNOWN,Drama,"A young woman describes her father and his relationship with his many pets that he never managed to take care of. This is a story of those clumsy people whose tactless expression of love ends up pushing their loved ones away.

(Source: Goldenhorse)",Movie,1.0,"Jun 14, 2021",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,6 min,PG-13 - Teens 13 or older,16627.0,21076,0,UNKNOWN,79,https://cdn.myanimelist.net/images/anime/1592/126831.jpg
22993,52716,Goku Yoru,Depths of Night,極夜,UNKNOWN,Drama,"The film portrays the author's fear of how Hong Kong has changed and how she faces her emotions. It feels like the soul is broken into many pieces, but if we survive, depths of night will eventually pass.

(Source: Goldenhorse)",Movie,1.0,"Nov 13, 2021",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,12 min,PG-13 - Teens 13 or older,16116.0,20580,0,UNKNOWN,100,https://cdn.myanimelist.net/images/anime/1258/133905.jpg
23004,52742,Haikyuu!! Final,Haikyu!! Final,ハイキュー!! FINAL,UNKNOWN,Sports,Sequel movies to Haikyuu!! To the Top.,Movie,2.0,Not available,UNKNOWN,Not yet aired,"TOHO animation, Shueisha",UNKNOWN,Production I.G,Manga,Unknown,PG-13 - Teens 13 or older,UNKNOWN,2334,532,UNKNOWN,74255,https://cdn.myanimelist.net/images/anime/1480/126965.jpg
23005,52743,Cairn no Kubi-tachi,The Spirits of Cairn,The Spirits of Cairn,UNKNOWN,"Avant Garde, Award Winning","The Spirits of Cairn imagines a state of limbo which is the destination of those who die in childhood. The protagonist feels remorse about having died too young, but the emotion is just an echo and he has no idea how long he's been there, why he is there, or the source of his regret. His work of interring the many necks buried below the surface continues without end. 

(Source: Official Site)",Movie,1.0,2018,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,7 min,PG-13 - Teens 13 or older,15059.0,19682,0,UNKNOWN,153,https://cdn.myanimelist.net/images/anime/1129/126968.jpg
23008,52747,Psycho-Pass Movie: Providence,UNKNOWN,劇場版 PSYCHO-PASS サイコパス PROVIDENCE,7.01,"Action, Mystery, Sci-Fi, Suspense",No description available for this anime.,Movie,1.0,"May 12, 2023",UNKNOWN,Finished Airing,"Sony Pictures Entertainment, Toho",Crunchyroll,Production I.G,Original,2 hr,R - 17+ (violence & profanity),3958.0,3590,110,142.0,33428,https://cdn.myanimelist.net/images/anime/1244/134653.jpg
23024,52766,Sihanpogtan,Time Bomb,시한폭탄,UNKNOWN,Drama,"Without dialogue, the story reveals anti-American sentiments and a certain depiction of the US Army.

(Source: YouTube)",Movie,1.0,1967,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,SEK Studios,Original,13 min,PG-13 - Teens 13 or older,19912.0,21573,0,UNKNOWN,70,https://cdn.myanimelist.net/images/anime/1506/127041.jpg
23025,52767,38-39°C,UNKNOWN,38-39°C,UNKNOWN,Drama,"The connection between a son and his father shows itself through a birthmark.

(Source: IMDB)",Movie,1.0,"Apr 20, 2012",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,7 min,PG-13 - Teens 13 or older,14432.0,20137,0,UNKNOWN,125,https://cdn.myanimelist.net/images/anime/1510/127050.jpg
23026,52769,Xiong Shi Shaonian,I Am What I Am,雄狮少年,UNKNOWN,"Comedy, Drama, Fantasy","A young Cantonese village boy must overcome self-doubt, ridicule and classism to realise his dream of competing in the Guangzhou Lion Dancing championship.

(Source: IMDB)",Movie,1.0,"Dec 17, 2021",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,1 hr 44 min,PG-13 - Teens 13 or older,13912.0,18803,3,UNKNOWN,203,https://cdn.myanimelist.net/images/anime/1948/127051.jpg
23027,52770,Jiangnan,Kiangnan 1894,江南,UNKNOWN,Drama,"Set in the late Qing Dynasty (1644-1911), the story revolves around a teenager named A'lang, who accidentally becomes an apprentice in the Jiangnan Manufacturing Factory before becoming a top military mechanic.

(Source: IMDB)",Movie,1.0,"Sep 27, 2019",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,1 hr 25 min,PG-13 - Teens 13 or older,16835.0,21480,0,UNKNOWN,71,https://cdn.myanimelist.net/images/anime/1093/127053.jpg
23029,52772,Shi Tu,Hundred Miles Red,识途,UNKNOWN,Drama,"The breeze is blowing, the night is thick, outside the lonely city. A group of women lit lights and stood quietly under the city gate wearing red robes. Their eyes were all set in the distance, in a fog, they were waiting, waiting for the return of their beloved who went out to fight. Once upon a time, the men in the entire city came out to defend their families and the country, and today is the day they agreed to return. At dawn, the sound of horses' hooves suddenly broke the long silence outside the city...

(Source: Movie Douban, translated)",Movie,1.0,"Jun 13, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,7 min,PG-13 - Teens 13 or older,19647.0,20994,0,UNKNOWN,81,https://cdn.myanimelist.net/images/anime/1196/127056.jpg
23050,52835,Dang Jingyu You Shang Shatan,Alice on the Beach,当鲸鱼游上沙滩,UNKNOWN,Drama,"Alice sees a stranded whale. When the lifeguard goes in to rescue it, a wave swallows him. Then Alice turns into a whale to save him.

(Source: Taipei Film Festival)",Movie,1.0,"Jun 23, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,11 min,PG-13 - Teens 13 or older,15499.0,19864,0,UNKNOWN,140,https://cdn.myanimelist.net/images/anime/1345/127210.jpg
23051,52836,Baixian,Realign,白線,UNKNOWN,"Drama, Fantasy","Baixian is an animation film about space and time dimension. It depicts a boy who decides to walk towards the line that behold the gravity after thunderstorms corroded time.

(Source: Taipei Film Festival)",Movie,1.0,"Jun 23, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,16 min,PG-13 - Teens 13 or older,14763.0,18382,1,UNKNOWN,229,https://cdn.myanimelist.net/images/anime/1640/127211.jpg
23054,52841,Shi Wai,Another World,世外,UNKNOWN,Drama,"In the realm of ""Another World"", ghosts are told to lead those spirits to the path of rebirth. However, one of these ghosts, Little Ghost, always loses track of what he is supposed to do. Perhaps it is not abnormal as nothing is ever destined to happen in this ""Another World"".

In a little forest in ""Another World"", Little Ghost is looking for his designated spirit and a little girl is in search for her younger brother. When Little Ghost who should have lost traits of humanity, encounters Little Girl that is reluctant to give up on finding her lost little brother, there is love and care growing between them. From that moment on, their paths will be bounded as Little Girl tries to right an unforgivable wrong about her lost brother while Little Ghost learns to realize the humanity from her.
However, no matter how they are bond together, Little Girl has to leave for rebirth and Little Ghost is desperate to her stay. In ""Another World"", nothing remains unchanged.

(Source: iamag.co)",Movie,1.0,"Mar 5, 2019",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,14 min,PG-13 - Teens 13 or older,19648.0,20785,1,UNKNOWN,89,https://cdn.myanimelist.net/images/anime/1046/127222.jpg
23055,52842,Guanzhao,Behind the Schoolbag,观照,UNKNOWN,Drama,"Behind the Schoolbag is a story about self-salvation. Having suffered from a miserable childhood, Shaun couldn't help but question his own value. Human relationship has always been Shaun's barrier, sometimes, he wishes he could stay alone, but in reality, Shaun has to re-enter the society. Staying in his own comfort zone, Shaun can do nothing but lock up his heart and distant himself from others.

All the stress and pressure in modern life is driving people insane. We have to learn how to sooth our own emotions so as to survive. We can do nothing but meditate and reflect upon ourselves. We can observe the truth and the essence wisely and feel the presence of now and start living.

(Source: Vimeo)",Movie,1.0,"Mar 10, 2015",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,9 min,R - 17+ (violence & profanity),16189.0,21148,0,UNKNOWN,78,https://cdn.myanimelist.net/images/anime/1232/127223.jpg
23056,52844,Ru Fen Fen,Lin Pink Pink,乳粉粉,UNKNOWN,"Comedy, Erotica",No description available for this anime.,Movie,1.0,"Sep 3, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Wong Ping Animation Lab,Original,1 min,R+ - Mild Nudity,UNKNOWN,19714,0,UNKNOWN,151,https://cdn.myanimelist.net/images/anime/1815/127225.jpg
23062,52851,Manxing Jie,Slow Sex,慢性节,UNKNOWN,"Avant Garde, Erotica",No description available for this anime.,Movie,1.0,"Oct 30, 2013",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Wong Ping Animation Lab,Original,2 min,R+ - Mild Nudity,UNKNOWN,19591,0,UNKNOWN,159,https://cdn.myanimelist.net/images/anime/1428/127235.jpg
23064,52854,Wuyan Xia,Kiko and the Animals,屋檐下,UNKNOWN,Drama,"Kiko is a nightmare for all the animals. He bullies them all the time, even the tiniest mouse can't escape from him! How can the animals stand out and let him understand that they are just like him, capable of emotions, love, and deserve respect?

(Source: TIAF)",Movie,1.0,Oct 2020,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,7 min,G - All Ages,13474.0,21611,0,UNKNOWN,69,https://cdn.myanimelist.net/images/anime/1410/127240.jpg
23065,52855,Zhuan A,Spinning,轉啊,UNKNOWN,Slice of Life,"After hearing the trip proposal from Grandma, Hao Hao and his grandparents venture on a journey to explore the fun places in Taichung and certain locations that hold the cherished memories of the past.

(Source: TIAF)",Movie,1.0,Oct 2021,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,G - All Ages,14360.0,20619,0,UNKNOWN,98,https://cdn.myanimelist.net/images/anime/1017/127241.jpg
23066,52856,Shi no Shounin,The Death Vendor,死の商人,UNKNOWN,"Drama, Supernatural","One day a boy encounters a street vendor who sells chicks. Even the boy knows these birds will die very soon. To his eyes, the man is selling none other than death itself.

(Source: IMDB)",Movie,1.0,"May 30, 2019",UNKNOWN,Finished Airing,Geidai Animation,UNKNOWN,UNKNOWN,Original,5 min,PG-13 - Teens 13 or older,19640.0,20464,0,UNKNOWN,107,https://cdn.myanimelist.net/images/anime/1399/127243.jpg
23067,52857,Nipple!!,UNKNOWN,Nipple!!,UNKNOWN,Comedy,A short film by Haruka Suzuki.,Movie,1.0,Aug 2009,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,36 sec,R+ - Mild Nudity,18545.0,19065,0,UNKNOWN,187,https://cdn.myanimelist.net/images/anime/1567/127248.jpg
23069,52859,Friend.,UNKNOWN,FRIEND.,UNKNOWN,Drama,Haruka Suzuki's graduation film.,Movie,1.0,2011,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG-13 - Teens 13 or older,15922.0,20330,0,UNKNOWN,115,https://cdn.myanimelist.net/images/anime/1099/127250.jpg
23098,52906,Liti Beiju,Cubic Tragedy,立体悲剧,5.73,"Comedy, Drama","A polygonal girl tried to make herself prettier by using her new cosmetic tools, and by doing so accidentally ruined her own face.

(Source: IMDB)",Movie,1.0,"Jun 8, 2005",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,9966.0,18280,1,133.0,234,https://cdn.myanimelist.net/images/anime/1640/127409.jpg
23100,52908,Yong Yitian de Shijian Huiyi Wo,Reminisce Me with the Time of a Day,用一天的時間回憶我,UNKNOWN,"Drama, Fantasy","A story about memories.

(Source: Vimeo)",Movie,1.0,"Sep 20, 2016",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,PG - Children,14079.0,21054,0,UNKNOWN,80,https://cdn.myanimelist.net/images/anime/1298/127411.jpg
23101,52909,Eguo,Orange,惡果,UNKNOWN,Drama,"The film talks about the ties of blood. An old man has passed away. Those neighbour who knews him was chatting together about the old man and his son, on the man's funeral, discussing what made the tragedy that took place ages ago. As soon as neighbours mentioned whether the son would do the same to his own son, they showed up.

(Source: TIAF)",Movie,1.0,2019,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,5 min,PG-13 - Teens 13 or older,15791.0,17395,1,UNKNOWN,286,https://cdn.myanimelist.net/images/anime/1767/127412.jpg
23102,52910,Fuyou Riji,Dayfly,蜉蝣日记,UNKNOWN,Drama,"In the vast universe, the process of human beings and all things in the world to die is as short and gorgeous as a dayfly. The ""dayfly"" with only one day's life and the time of the day are used as clues. The time starts at 0:00 and ends at 24:00 the next day, interspersed with three short stories.

(Source: TIAF)",Movie,1.0,"Jul 11, 2020",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,14 min,PG-13 - Teens 13 or older,15980.0,20974,0,UNKNOWN,82,https://cdn.myanimelist.net/images/anime/1961/127413.jpg
23104,52917,Fubiao,Buoy,浮標,UNKNOWN,"Drama, Sports","A buoy is a simple landmark. This gives people more interpretation of space. The story will use the concept of a buoy to reveal the relationship between people to people in life.

(Source: TIAF)",Movie,1.0,2020,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,5 min,G - All Ages,15933.0,21011,0,UNKNOWN,81,https://cdn.myanimelist.net/images/anime/1174/127439.jpg
23105,52919,Haipa Bei Peng Chu de Nuhai,A Girl Who’s Afraid Of Touching People,害怕被碰觸的女孩,UNKNOWN,Drama,"You see a girl or you don't. At least you know she's afraid of touching people. Now she's going on a journey to overcome her fear from the past to the present, from the pain to the relief.

(Source: TIAF)",Movie,1.0,"Jun 17, 2019",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,PG-13 - Teens 13 or older,16279.0,18888,0,UNKNOWN,198,https://cdn.myanimelist.net/images/anime/1527/127440.jpg
23109,52926,Nian Shou da Zuozhan,Mr. Nian,年兽大作战,UNKNOWN,Adventure,"""Chinese New Year"" is the most important thing for Chinese people throughout the year, and it is also the bond that maintains Chinese people's emotions. But the Nian Beast in Tiangong  does not love the New Year! In order to cancel the Spring Festival, Nian Beast almost stabbed a big basket, he had to come to the world and met the little girl Sha Guo. The fantasy journey of a super villain and a rebellious little loli is about to begin, and a hilarious and hilarious comedy begins...

(Source: Douban)",Movie,1.0,"Feb 8, 2016",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,1 hr 36 min,G - All Ages,18496.0,22289,0,UNKNOWN,57,https://cdn.myanimelist.net/images/anime/1937/127511.jpg
23120,52947,Supermoon,UNKNOWN,슈퍼문,UNKNOWN,Adventure,"A young boy with horns on his head becomes the guardian of the forest and its animals after the birth of a new forest on the Korean Peninsula.

(Source: IMDb)",Movie,1.0,"Aug 9, 2021",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,1 hr 14 min,G - All Ages,12706.0,21943,0,UNKNOWN,63,https://cdn.myanimelist.net/images/anime/1764/127601.jpg
23125,52958,Forest and Trees,UNKNOWN,Forest and Trees,UNKNOWN,Avant Garde,"""Forest and Trees"" is an installation of moving images and sounds employing 12 digital photo frames. The animation and its sound effects playing through the internal speakers of each frame gradually come together to form music. The work's title suggests the artist's interest in having the work received in a way that shifts recognition back and forth between the whole.

(Source: Official Site)",Movie,1.0,2011,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,15915.0,20818,0,UNKNOWN,88,https://cdn.myanimelist.net/images/anime/1007/127694.jpg
23133,52967,Versailles no Bara (Movie),UNKNOWN,ベルサイユのばら,UNKNOWN,"Drama, Romance","Hoping to unite their countries with an alliance, The Empress of Austria arranges her daughter, the delightful yet spoiled Marie Antoinette, to marry the crown prince of France, Louis XVI. Upon arriving in Versailles, the Austrian princess meets Oscar Francois de Jarjayes, Captain of the Royal Guards—a seemingly dashing young man—but to Antoinette's astonishment, he is in fact a woman!

The youngest daughter of a noble family with a prominent lack of a male heir, Oscar was raised as a boy to continue the family's military legacy. Suffocated by the rigid rules associated with her new position and longing for companionship, Antoinette immediately takes a liking to this intriguing young woman, and wastes no time befriending her. However, as the childish new queen foolishly abuses her power, Oscar is conflicted between maintaining her loyalty to the royal family and addressing the growing concern of poverty among the common people.

Recalling the events of the French Revolution, Versailles no Bara depicts the struggles of two women unjustly burdened by family expectations. Yet, despite being forced to deny their identities at the expense of personal happiness, they march on to become key players in the annals of history.",Movie,1.0,Not available,UNKNOWN,Not yet aired,Avex Pictures,UNKNOWN,UNKNOWN,Manga,Unknown,PG-13 - Teens 13 or older,UNKNOWN,9192,8,UNKNOWN,3306,https://cdn.myanimelist.net/images/anime/1483/127709.jpg
23144,52980,Kame no Koura wa Abarabone,A Turtle's Shell Is a Human's Ribs,カメの甲羅はあばら骨,UNKNOWN,UNKNOWN,"Kameda Kamerou is a normal second-year high school student who leads a dull school life. His true feelings are hidden behind his ribs.

One day, the news that his best friend, Kaerugawa Erutaka, helped others spread quickly and caught the attention of a high-ranking group, including the school's superstar, Raionji Raiou, who is aiming to become the student council president. Kaerugawa suddenly joins them, and Kameda is tormented by jealousy and an inferiority complex. How will their friendship go? And on the day of the student council election, a session of ""bone-to-bone collision"" begins?!

When the bones change, the world changes. This is a story of conflict and growth between certain high school students and ribs.

(Source: Official website, edited)",Movie,1.0,"Oct 28, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,TypeZero,Other,1 hr 7 min,PG-13 - Teens 13 or older,17124.0,12998,6,UNKNOWN,895,https://cdn.myanimelist.net/images/anime/1740/127733.jpg
23153,52992,Aikatsu Planet! Movie,UNKNOWN,劇場版アイカツプラネット！,6.2,Slice of Life,"Mao Otoha, who is now a second year high school student at Seirei Private High School, is now performing as the top idol Hana in Aikatsu Planet!

A few months after the Planet Princess Grand Prix, her schedule is packed everyday. The reason why Mao can be an active idol is because of the bond she has with her fans, in which she has changed and felt touched, and now would like to deliver her gratitude to those important around her by launching the ""Aikatsu Planet! Gratitude Festival"".

(source: eiga.com, translated)",Movie,1.0,"Jul 15, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Bandai Namco Pictures,Game,21 min,PG - Children,7866.0,13618,2,234.0,745,https://cdn.myanimelist.net/images/anime/1110/127764.jpg
23154,52993,Aikatsu! 10th Story: Mirai e no Starway,UNKNOWN,アイカツ！ 10th STORY ～未来へのSTARWAY～,UNKNOWN,UNKNOWN,No description available for this anime.,Movie,1.0,"Jul 15, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Bandai Namco Pictures,Original,25 min,PG - Children,14488.0,14416,0,UNKNOWN,576,https://cdn.myanimelist.net/images/anime/1716/127765.jpg
23171,53017,Dark Mixer,Dark Mixer,DARK MIXER,UNKNOWN,Avant Garde,"Dark Mixer makes the rotoscoping function as ""Motion dépaysement"" that means to move a motion from a footage, combine, juxtapose, and transform into a new motion. The generated motion are not clear in meaning, but attempt to create new continuity.

(Source: Vimeo)",Movie,1.0,2014,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,PG-13 - Teens 13 or older,15514.0,20582,0,UNKNOWN,99,https://cdn.myanimelist.net/images/anime/1827/127930.jpg
23180,53027,Yuwang Jungle,Jungle of Desire,欲望Jungle,UNKNOWN,"Avant Garde, Erotica","An impotent husband, an unsatisfied wife and a megalomaniac policeman. A perfect ecosystem in the concrete jungle. The jungle where you can truly face your lust with no moral laws.

(Source: Vimeo)",Movie,1.0,"Sep 5, 2015",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Wong Ping Animation Lab,Original,6 min,R+ - Mild Nudity,UNKNOWN,19464,0,UNKNOWN,166,https://cdn.myanimelist.net/images/anime/1475/128010.jpg
23181,53028,Ni Yao Relie de Qin Qin Die,Who's the Daddy,你要热烈地亲亲爹,UNKNOWN,"Avant Garde, Erotica","A Tinder tragedy.
An unexpected child.
A journey finding my root of shame.

(Source: Vimeo)",Movie,1.0,"Feb 9, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Wong Ping Animation Lab,Original,9 min,R+ - Mild Nudity,UNKNOWN,19768,0,UNKNOWN,147,https://cdn.myanimelist.net/images/anime/1710/127947.jpg
23182,53029,Gouzai Shi de Ai,Doggy love,狗仔式的愛,UNKNOWN,"Avant Garde, Erotica","Do you know the reason why love is shown in the shape of a red heart?

(Source: Vimeo)",Movie,1.0,"Jul 27, 2015",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Wong Ping Animation Lab,Original,5 min,R+ - Mild Nudity,UNKNOWN,19704,0,UNKNOWN,151,https://cdn.myanimelist.net/images/anime/1453/127948.jpg
23183,53030,Taiyang Liu Zhu Wo,Stop Peeping,太陽留住我,UNKNOWN,Avant Garde,"A story about author and his neighbor in a hot summer.

(Source: Vimeo)",Movie,1.0,"Jul 8, 2014",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Wong Ping Animation Lab,Original,3 min,PG-13 - Teens 13 or older,12769.0,20855,0,UNKNOWN,86,https://cdn.myanimelist.net/images/anime/1395/127949.jpg
23184,53031,Youyu Bi,An Emo Nose,憂鬱鼻,UNKNOWN,Avant Garde,"I have lost my interest in any kind of social activities after my nose leave me. Am I enjoying loneliness as I thought, or the ugliness of the people around me makes me feel being alone is actually not bad at all?

(Source: Vimeo)",Movie,1.0,"Mar 9, 2015",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Wong Ping Animation Lab,Original,4 min,R - 17+ (violence & profanity),14121.0,20683,0,UNKNOWN,94,https://cdn.myanimelist.net/images/anime/1299/127950.jpg
23190,53038,Samayou Shinzou,Rootless Heart,さまよう心臓,UNKNOWN,Horror,Two high-school students are playing in the ruins. They hear something from the darkness and one of them goes deep into a dark room where something suspicious is hiding and both of them were taken their hearts out. Later a boy and his sister drop by the ruins...,Movie,1.0,2011,UNKNOWN,Finished Airing,Geidai Animation,UNKNOWN,UNKNOWN,Original,9 min,PG-13 - Teens 13 or older,19342.0,20680,0,UNKNOWN,94,https://cdn.myanimelist.net/images/anime/1249/127969.jpg
23195,53045,Yu Sheng,Selfish,鱼生,UNKNOWN,"Drama, Gourmet","In an izakaya, a chef notices a group of special guests. He decides to serve them a variety of signature dishes...

Selfish talks a story about human beings are consuming delicious seafood, but sea animals are suffering from the trash we make — not only do we eat them but also make their living environment poisonous and miserable.

(Source: YouTube)",Movie,1.0,"Apr 29, 2019",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,2 min,PG-13 - Teens 13 or older,14133.0,20392,0,UNKNOWN,111,https://cdn.myanimelist.net/images/anime/1018/128017.jpg
